name,logo,logo_size,image,image_size,image_caption,former_name,type,traded_as,ISIN,industry,foundation,founders,location_city,location_country,area_served,key_people,revenue,operating_income,net_income,assets,equity,num_employees,website,_company_name,founder,products,num_employees_year,divisions,founded,hq_location_city,hq_location_country,locations,hq_location,location,logo_caption,alt,subsid,predecessor,num_locations,image_upright,trading_name,services,revenue_year,income_year,net_income_year,assets_year,equity_year,footnotes,logo_alt,image_alt,trade_name,brands,native_name_lang,predecessors,owner,module,homepage,parent,aum,former_names,logo_upright,production,num_locations_year,owners,areas_served,members,members_year,ratio,airline,caption,IATA,ICAO,callsign,aoc,hubs,focus_cities,frequent_flyer,alliance,fleet_size,destinations,commenced,subsidiaries,headquarters,genre,suppressfields,logo_class,profit,company_type,CEO,chairman,rating,defunct,fate,successor,production_year,screenshot,collapsible,collapsetext,language,language_count,country_of_origin,url,commercial,registration,num_users,launch_date,current_status,railroad_name,system_map,map_caption,marks,locale,start_year,end_year,gauge,length,hq_city,bases,notes
Biogen Inc.,Biogen.svg,250px,Biogen.jpg,240px,"Headquarters in [[Cambridge, Massachusetts]]",Biogen Idec Inc. (2003–2015),[[Public company|Public]],"{{unbulleted list
| |NASDAQ|BIIB|
| [[Nasdaq-100]] component
| [[S&P 500]] component}} {{NASDAQ|BIIB}}",,[[Biotechnology]],,{{ubl|[[Kenneth Murray (biologist)|Kenneth Murray]]|[[Phillip Allen Sharp]]|[[Walter Gilbert]]|Heinz Schaller|[[Charles Weissmann]]}},,,,{{ubl|Caroline Dorsa ([[chairman]])|[[Chris Viehbacher]] ([[Chief executive officer|CEO]])}},{{decrease}} {{US$|9.676 billion|link|=|yes}} (2024),{{increase}} US$1.906 billion (2024),{{increase}} US$1.632 billion (2024),{{increase}} US$28.05 billion (2024),{{increase}} US$16.72 billion (2024),"7,605 (2024)",{{url|biogen.com}},Biogen,,{{hlist|[[Interferon beta-1a#Avonex|Avonex]]| [[4-Aminopyridine|Fampyra]]| [[Interferon beta-1a#Plegridy|Plegridy]]| [[Dimethyl fumarate|Tecfidera]]| [[Natalizumab|Tysabri]]| [[Nusinersen|Spinraza]]}},,,{{Start date and age|1978}},,,,"{{nowrap|[[Cambridge, Massachusetts]], U.S.}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlackRock, Inc.",[[File:BlackRock wordmark.svg|frameless|class=skin-invert]],,50 Hudson Yards.png,,Headquarters at [[50 Hudson Yards]],,[[Public company|Public]],"{{Unbulleted list
| |NYSE|BLK|
| [[S&P 100]] component
| [[S&P 500]] component}} {{NYSE|BLK}}",{{ISIN|sl|=|n|pl|=|y|US450614482}},[[Investment management]],,{{Unbulleted list|[[Robert S. Kapito]]|[[Larry Fink]]|[[Susan Wagner]]}},,,Worldwide,{{Unbulleted list|[[Larry Fink]]|(chairman and CEO)|[[Robert S. Kapito]]|(president)|[[Philipp Hildebrand]]|(vice chairman)}},{{nowrap|increase| |US$|20.41&nbsp;billion|link|=|yes| (2024)}} {{increase}} {{US$|20.41&nbsp;billion|link|=|yes}} (2024),{{nowrap|increase| |US$|7.574&nbsp;billion| (2024)}} {{increase}} {{US$|7.574&nbsp;billion}} (2024),{{nowrap|increase| |US$|6.369&nbsp;billion| (2024)}} {{increase}} {{US$|6.369&nbsp;billion}} (2024),{{nowrap|increase| |US$|138.6&nbsp;billion| (2024)}} {{increase}} {{US$|138.6&nbsp;billion}} (2024),{{nowrap|increase| |US$|47.49&nbsp;billion| (2024)}} {{increase}} {{US$|47.49&nbsp;billion}} (2024),"21,100 (2024)",{{URL|blackrock.com}},BlackRock,,"{{ubl|[[Alternative investment]]|[[Asset management]]|[[Environmental, social, and governance|ESG investment]]|[[Wealth management]]|[[Aladdin (BlackRock)|Aladdin]]}}",,,{{Start date and age|1988}},{{nowrap| [[New York City]]}},U.S.,,[[50 Hudson Yards]],,,,{{Unbulleted list|[[iShares]]|[[Global Infrastructure Partners]]|[[HPS Investment Partners]]}},,,,,,,,,,,,Logo of BlackRock,,,,,,,,,,{{nowrap|increase| |US$|13.52&nbsp;trillion| (2025)}} {{increase}} {{US$|13.52&nbsp;trillion}} (2025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackstone Inc.,The Blackstone Group logo (2).svg,,Blackstone HQ - 345 Park Avenu.jpg,220px,Blackstone's headquarters are at [[345 Park Avenue]] (pictured in 2008),,[[Public company|Public]],{{unbulleted list|NYSE|BX|[[S&P 500]] component}} {{NYSE|BX}},,[[Financial services]],,{{Unbulleted list|[[Peter G. Peterson|Peter Peterson]]|[[Stephen A. Schwarzman|Stephen Schwarzman]]}},,,,{{Unbulleted list|Stephen Schwarzman ([[chairman and CEO]])|[[Jonathan D. Gray|Jonathan Gray]] ([[President (corporate title)|president]] and [[Chief operating officer|COO]])|[[Joseph Baratta]] (head of private equity)|[[David Blitzer]] (chairman of tactical opportunities)}},{{Increase}} {{US$|13.23&nbsp;billion|link|=|yes}} (2024),,{{Increase}} US$2.44&nbsp;billion (2024),{{nowrap|Increase| US$43.5&nbsp;billion (2024)}} {{Increase}} US$43.5&nbsp;billion (2024),{{nowrap|Increase| US$8.21&nbsp;billion (2024)}} {{Increase}} US$8.21&nbsp;billion (2024),"4,895",{{URL|blackstone.com}},Blackstone Inc.,,{{Unbulleted list|[[Alternative investment]]|[[Private equity]]}},2024,,{{Start date and age|1985}},,,,,"[[345 Park Avenue]]<br />New York City, U.S.",,,[[Blackstone Credit]],,,,,,,,,,,,,,,,,,,,,,{{Increase}} US$1.13&nbsp;trillion (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Block, Inc.",Block-lockup black.svg,,,,,"Square, Inc. (2009–2021)",[[Public company|Public]],"{{ubl|class|=|nowrap
 | |NYSE|XYZ| (Class A)
 | [[S&P 500]] component
 | |ASX|XYZ| (Block Inc CDI)
 | |NYSE was|SQ| (2015–2025)}} {{NYSE|XYZ}} (Class A) {{ASX|XYZ}} (Block Inc CDI) {{NYSE was|SQ}} (2015–2025)",{{ISIN|sl|=|n|pl|=|y|US8522341036}},"{{collapsible list|title|=|List of industries|[[Financial services]]|[[Point of sale]]|[[E-commerce]]|[[Digital wallet]]|[[Buy now, pay later]]|[[Music streaming]]}}",,,,,{{Collapsible list|title|=|95 countries|expand|=|United States|Argentina|Australia|Belgium|Canada|Finland|France|India|Italy|Japan|Luxembourg|Mexico|New Zealand|Nigeria|Republic of Ireland|Spain|The Netherlands|United Kingdom and others}},"{{ubl|Jack Dorsey ([[Chair (officer)|chair]], [[Chief executive officer|CEO]])|Efn|Officially ""Block Head and Chairperson"".|ref|{{Cite web |date=2024-08-01 |title=Quarterly report |url=https://www.sec.gov/ix?doc=/Archives/edgar/data/1512673/000162828024034157/sq-20240630.htm |access-date=2024-11-17 |website=sec.gov |page=97}}|</ref>|
 | Amrita Ahuja ([[CFO]], [[Chief operating officer|COO]])}} {{Efn|Officially ""Block Head and Chairperson"".|ref|{{Cite web |date=2024-08-01 |title=Quarterly report |url=https://www.sec.gov/ix?doc=/Archives/edgar/data/1512673/000162828024034157/sq-20240630.htm |access-date=2024-11-17 |website=sec.gov |page=97}}|</ref>}}",{{nowrap|increase| |US$|24.12 billion}} {{increase}} {{US$}} 24.12 billion,{{nowrap|increase| US$892 million}} {{increase}} US$892 million,{{nowrap|increase| US$2.9 billion}} {{increase}} US$2.9 billion,{{nowrap|increase| US$36.78 billion}} {{increase}} US$36.78 billion,{{nowrap|increase| US$21.27 billion}} {{increase}} US$21.27 billion,"{{DecreaseNeutral}} 11,372",{{URL|https://block.xyz}},"Block, Inc.","{{ubl|class|=|nowrap
 | [[Jack Dorsey]]|ref|{{Cite web |last=Clifford |first=Catherine |date=May 21, 2020 |title=Twitter billionaire Jack Dorsey on giving away his money: 'If someone is in pain, I am in pain' |url=https://www.cnbc.com/2020/05/21/twitter-ceo-jack-dorsey-on-giving-away-his-billions.html |access-date=June 3, 2020 |website=CNBC |language=en}}|</ref>|
 | [[Jim McKelvey]]
 | Tristan O'Tierney}}",{{Collapsible list|title|=|List of products|expand|=|Square|Cash App|Afterpay|Bitkey|Proto|Tidal}},2024,,{{Start date and age|2009|2|14}},,,,"No headquarters {{r|10K2021|page|=|16|quote|=|As of 2021, although our real estate footprint remains intact, we no longer have a designated headquarters location}}",,,,"{{Collapsible list|title|=|List of subsidiaries|expand|=|[[Square (financial services)|Square Fin. Services, Inc.]]|[[Afterpay|Afterpay Australia Pty Ltd]]|[[Tidal (service)|TIDAL Music AS]]|Aspiro AB|Clearpay Finance Ltd}}",,,,,"{{Collapsible list|title|=|List of services|expand|=|Electronic point of sale|E-commerce management|Small business financing|Digital wallet|Personal loan|Buy now, pay later|Investing in stocks, bitcoin|Bitcoin wallet|Bitcoin mining|Music streaming}}",2024,2024,2024,2024,2024,,,,,,,,Jack Dorsey (10%),,,,,,,,,,,{{ubl|Increase| 57 million consumers|Nochange| 4 million sellers}} {{Increase}} 57 million consumers {{Nochange}} 4 million sellers,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bank of New York Mellon Corporation,BNY logo 2024.svg,,101 Barclays Street.jpg,,Headquarters at 240 [[Greenwich Street]],,[[Public company|Public]],{{Unbulleted list|class|=|nowrap|NYSE|BK|[[S&P 100]] component|[[S&P 500]] component}} {{NYSE|BK}},,[[Financial services]],,,,,Worldwide,"{{Unbulleted list|class|=|nowrap
 | Robin Vince ([[CEO]])
 | Dermot McDonogh ([[CFO]])}}",{{nowrap|increase| |US$|18.6|link|=|yes|&nbsp;billion (2024)}} {{increase}} {{US$|18.6|link|=|yes}} &nbsp;billion (2024),{{nowrap|increase| US$5.85&nbsp;billion (2024)}} {{increase}} US$5.85&nbsp;billion (2024),{{nowrap|increase| US$4.53&nbsp;billion (2024)}} {{increase}} US$4.53&nbsp;billion (2024),{{nowrap|increase| US$416&nbsp;billion (2024)}} {{increase}} US$416&nbsp;billion (2024),{{nowrap|increase| US$41.3&nbsp;billion (2024)}} {{increase}} US$41.3&nbsp;billion (2024),"61,800 (2024)",{{URL|https://www.bny.com/|bny.com}},BNY Mellon,,{{ubl | [[Asset management]] | [[Banking]] | [[Equities trading]] | [[Investment management]] |  [[Private equity]] | [[Wealth management]]}},,,{{Start date and age|2007|07|01}},,,,"[[Manhattan]], [[New York City]], U.S.",,,,"[[BNY Investments]]
BNY Wealth",,,,,,,,,,,,,,,,,{{Unbulleted list| Bank of New York (founded 1784) | [[Mellon Financial]] (founded 1870)}},,,,,{{nowrap|increase| US$2.03&nbsp;trillion (2024)}} {{increase}} US$2.03&nbsp;trillion (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Boeing Company,Boeing full logo.svg {{!}} class=skin-invert,180px,Boeing Virginia Headquarters (cropped and brighter).jpg,250px,"Headquarters in [[Crystal City, Virginia]]","{{ubl|Pacific Aero Products Co. (1916|nbnd|1917)|Boeing Airplane Company (1917|nbnd|1961)|ref| name=""names"" |ref| name=Britannica_Boe}} {{nbnd}} 1917) {{nbnd}} 1961)",[[Public company|Public]],"{{ubl
  |NYSE|BA|
  |[[Dow Jones Industrial Average|DJIA]] component
  |[[S&P 100]] component
  |[[S&P 500]] component}} {{NYSE|BA}}",,[[Aerospace industry|Aerospace]],,,"[[Crystal City, Virginia]]",[[United States|U.S.]],Worldwide,"{{ubl
  | [[Robert Ortberg|Kelly Ortberg]] ([[President (corporate title)|president]] and [[Chief executive officer|CEO]])
  | Steve Mollenkopf ([[Chairperson|chair]])}}",{{decrease}} {{US$|66.5|link|=|yes}} {{nbsp}} billion,{{decrease}} − {{US$|10.7}} {{nbsp}} billion,{{decrease}} − {{US$|11.8}} {{nbsp}} billion,{{increase}} {{US$|156.4}} {{nbsp}} billion,{{increasenegative}} − {{US$|3.9}} {{nbsp}} billion,"{{increase}} 172,000",{{official url}},Boeing,[[William E. Boeing]],,2024,"{{ubl
  |[[Boeing Commercial Airplanes|Commercial Airplanes]]
  |[[Boeing Defense, Space & Security|Defense, Space & Security]]
  |[[Boeing Global Services|Global Services]]}}","{{Start date and age|1916|07|15}} , in [[Seattle]]",,,,,,Logo used since 1997 {{efn|Wordmark used since 1948.}},,"{{ubl
  |[[Aurora Flight Sciences]]
  |[[Boeing Australia]]
  |[[Boeing Canada]]
  |[[Boeing UK]]
  |[[Insitu]]
  |[[Jeppesen]]
  |[[Spectrolab]]
  |[[Wisk Aero]]}}",,,1.2,,,2024,2024,2024,2024,2024,Financials {{as of|2024|12|31|df|=|US|lc|=|y}} <br />References:,,,,,,,,,,,,,,"{{ubl
  | |decrease| 348 commercial aircraft
  | |decrease| 110 military aircraft
  | |decrease| 2 satellites (2024)}} {{decrease}} 348 commercial aircraft {{decrease}} 110 military aircraft {{decrease}} 2 satellites (2024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Booking Holdings Inc.,Booking Holdings Inc. Logo.svg,,,,,{{ubl|Priceline.com Incorporated (1998–2014)|The Priceline Group Inc. (2014–2018)}},[[Public company|Public]],{{ubl|NASDAQ|BKNG|[[Nasdaq-100]] component|[[S&P 100]] component|[[S&P 500]] component}} {{NASDAQ|BKNG}},,{{unbulleted list|[[Travel]]|[[Technology]]}},,,"[[Norwalk, Connecticut]]",U.S.,,"{{ubl|Glenn D. Fogel ([[Director (business)|director]] and [[Chief executive officer|CEO]])|Robert J. Mylod Jr. ([[Chair (officer)|Chair of Board]])|Peter J. Millones, Jr. ([[General counsel]])|Paulo Pisano ([[Chief human resources officer|CHRO]])}}",{{increase}} {{US$|23.74 billion|link|=|yes}} (2024),{{increase}} US$7.555 billion (2024),{{increase}} US$5.882 billion (2024),{{up}} US$27.71 billion (2024),{{increasenegative}} US$&minus;4.02 billion (2024),"{{increase}} {{circa|24,300}} (2024)",{{URL|bookingholdings.com}},Booking Holdings,[[Jay S. Walker]],{{unbulleted list|[[Booking.com]]|[[Priceline.com]]|[[Agoda]]|Rentalcars.com|[[Kayak (company)|Kayak]]|[[OpenTable]]|Rocketmiles|FareHarbor|[[HotelsCombined]]|[[Cheapflights]]|[[momondo]]}},,,{{Start date and age|1996}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Scientific Corporation,Boston Scientific Logo.svg,150px,,,,,[[Public company|Public]],{{ubl|NYSE|BSX|[[S&P 500]] component}} {{NYSE|BSX}},{{ISIN|sl|=|n|pl|=|y|US1011371077}},[[Medical device]],"{{start date and age|1979|6|29}} in [[Watertown, Massachusetts]]",{{ubl|[[John Abele]]|[[Peter Nicholas (businessman)|Peter Nicholas]]}},,,,{{unbulleted list|Michael F. Mahoney ([[Chairman]] and [[Chief executive officer|CEO]]) | Jon Monson ([[Chief financial officer|CFO]])}},{{nowrap|increase| |US$|16.75 billion|link|=|yes| (2024)|ref|{{Cite web |title=Boston Scientific Revenue 2010–2025 {{!}} BSX |url=https://www.macrotrends.net/stocks/charts/BSX/boston-scientific/revenue |access-date=2025-08-29 |website=www.macrotrends.net}}|</ref>|}} {{increase}} {{US$|16.75 billion|link|=|yes}} (2024),{{increase}} {{US$|2.603 billion}} (2024),{{increase}} {{US$|1.853 billion}} (2024),{{increase}} {{US$|39.39 billion}} (2024),{{increase}} {{US$|21.77 billion}} (2024),"53,000",{{URL|bostonscientific.com}},Boston Scientific,,,2024,,,,,,"[[Marlborough, Massachusetts]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bristol-Myers Squibb Company,Bristol-Myers Squibb logo (2020).svg,,Bristolmyersprincetonfacility.jpg,,"A Bristol Myers Squibb research and development facility in [[Lawrence Township, Mercer County, New Jersey|Lawrence, New Jersey]] (corporate headquarters since July 2023)",Bristol-Myers Company (1887–1989),[[Public company|Public]],{{ubl|NYSE|BMY|[[S&P 100]] component|[[S&P 500]] component}} {{NYSE|BMY}},,[[Pharmaceuticals]],,{{ubl|[[William McLaren Bristol]]|[[John Ripley Myers]]|[[E. R. Squibb]]}},,,Worldwide,{{unbulleted list|Chris Boerner ([[chairman]] and [[CEO]])|David Elkins ([[CFO]])}},{{increase}} {{US$|48.3 billion|link|=|yes}} (2024),{{decrease}} {{US$|-8.4 billion}} (2024),{{decrease}} {{US$|-8.9 billion}} (2024),{{decrease}} {{US$|92.6 billion}} (2024),{{decrease}} {{US$|16.3 billion}} (2024),"34,100 (2024)",{{URL|https://www.bms.com}},Bristol Myers Squibb,,,,,{{Start date and age|1887}},,,,"{{unbulleted list|[[Princeton, New Jersey]], U.S. (registered)|[[Lawrenceville, New Jersey]], U.S. (corporate)}}",,,,,,,,,,,,,,,,,,Bristol Myers Squibb,,,Squibb Corporation (1858–1989),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broadcom Inc.,[[File:Broadcom logo (2016-present).svg|frameless|upright=1.2|class=skin-invert]],,Broadcom Headquarters San Jose.jpg,,Former headquarters in [[North San Jose]],,[[Public company|Public]],{{ubl|NASDAQ|AVGO|[[Nasdaq-100]] component|[[S&P 100]] component|[[S&P 500]] component}} {{NASDAQ|AVGO}},,{{ubl|[[Semiconductor industry|Semiconductor]]|[[Computer software]]}},,,,,,[[Henry Samueli]] ([[chairman]])<br />[[Hock Tan]] ([[President (corporate title)|president]] and [[Chief executive officer|CEO]]),{{increase}} {{US$|51.57 billion|link|=|yes}} (2024),{{decrease}} {{US$|13.46 billion}} (2024),{{decrease}} {{US$|5.895 billion}} (2024),{{increase}} {{US$|165.6 billion}} (2024),{{increase}} {{US$|67.68 billion}} (2024),"37,000 (2024)",{{URL|https://www.broadcom.com/|broadcom.com}},Broadcom,,,,,{{start date and age|df|=|yes|1961}},"[[Palo Alto, California]]",U.S.,,[[Stanford Research Park]],,,,[[VMware]],,,1.2,,,,,,,,,,,,,,,,,,,,{{ubli|HP Associates (1961|nbndash|1999)|Agilent Semiconductor Products Group (1999|nbndash|2005)|Avago Technologies (2005|nbndash|2016)|Broadcom Limited (2016|nbndash|2018)}} {{nbndash}} 1999) {{nbndash}} 2005) {{nbndash}} 2016) {{nbndash}} 2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Broadridge Financial Solutions, Inc.",File:Logo for Broadridge 2024.svg,,,,,,[[Public company|Public]],{{ubl|NYSE|BR|[[S&P 500]] component}} {{NYSE|BR}},,[[Financial technology]],{{start date and age|2007}},,,,,"Tim Gokey {{small|([[Chief executive officer|CEO]])}} , Chris Perry {{small|([[President (corporate title)|President]])}} , [[Richard J. Daly]] {{small|(Chairman)}}",{{increase}} US$6.507 billion (2024),{{increase}} US$1.303 billion (2024),{{increase}} US$0.698 billion (2024),{{increase}} US$8.242 billion (2024),{{decrease}} US$2.168 billion (2024),"14,000",{{URL|broadridge.com}},Broadridge Financial Solutions,,,2024,,,"[[Lake Success, New York]]",United States,,,,,,,Brokerage Services arm of [[Automatic Data Processing|ADP]] (founded 1962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brown & Brown, Inc.",BB004-Hor-RGB 1000px digital.png,,,,,,[[Public company]],{{ubl|NYSE|BRO|[[S&P 500]] component}} {{NYSE|BRO}},US1152361010,Property & casualty insurance,,,,,,{{ubl|J. Powell Brown (President & [[CEO]]) | [[J. Hyatt Brown]] ([[chairman]])}},{{nowrap|increase| |US$|4.81&nbsp;billion|link|=|yes| (2024)}} {{increase}} {{US$|4.81&nbsp;billion|link|=|yes}} (2024),,{{nowrap|increase| US$993&nbsp;million (2024)}} {{increase}} US$993&nbsp;million (2024),{{nowrap|increase| US$17.6&nbsp;billion (2024)}} {{increase}} US$17.6&nbsp;billion (2024),{{nowrap|increase| US$6.44&nbsp;billion (2024)}} {{increase}} US$6.44&nbsp;billion (2024),"17,403 (2024)",{{url|bbrown.com}},Brown & Brown,,,,,{{Start date and age|1939}},,,,"{{nowrap|[[Daytona Beach, Florida]], U.S.}}",,,,,,,,,,,,,,,,,,Brown & Brown,,,,"[[J. Hyatt Brown]], 13.3%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown-Forman Corporation,Brown–Forman logo.svg,,,,,,[[Public company|Public]],{{ubl|class|=|nowrap|NYSE|BF.A| (Class A)|NYSE|BF.B| (Class B)|[[S&P 500]] component (BF.B)|[[Russell 1000]] components}} {{NYSE|BF.A}} (Class A) {{NYSE|BF.B}} (Class B),,[[Drink industry]],,,,,Worldwide,"{{Plain list|
* Lawson E. Whiting (CEO)
* [[Campbell P. Brown]] (Chairman)}}",{{increase}} US$5.37&nbsp;billion (2025),{{decrease}} US$1.13&nbsp;billion (2025),{{decrease}} US$783&nbsp;million (2025),{{increase}} US$8.17&nbsp;billion (2025),{{decrease}} US$3.52&nbsp;billion (2025),"5,000 (2025)",{{URL|https://www.brown-forman.com/|brown-forman.com}},Brown–Forman,George Garvin Brown,{{Unbulleted list|[[Distilled beverage]]|[[Wines]]}},,,{{Start date and age|1870}},,,,"[[Louisville, Kentucky]], U.S.",,,,,,,,,,,,,,,Financials {{as of|2025|04|30|df|=|US|lc|=|y}} .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Builders FirstSource, Inc.",Builders_FirstSource_Logo.png,,,,,,[[Public company]],{{ubl|NYSE|BLDR|[[S&P 500]] component}} {{NYSE|BLDR}},,,,,,,,Peter Jackson ([[CEO]]),,,,,,,[https://www.bldr.com/ bldr.com],Builders FirstSource,,,,,{{Start date and age|1998}},,,,"[[Irving, Texas]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunge Global SA,Bunge Limited Logo.svg,,,,,,[[Public company|Public]] (''[[Société Anonyme]]''),{{ubl|class|=|nowrap|NYSE|BG|[[S&P 500]] component}} {{NYSE|BG}},,[[Food processing industry|Food processing]],,,,,Worldwide,{{Unbulleted list | Mark Zenuk (chairman) | Greg Heckman (CEO)}},{{decrease}} {{US$|53.1|link|=|yes}} &nbsp;billion (2024),{{decrease}} {{US$|1.62}} &nbsp;billion (2024),{{decrease}} {{US$|1.14}} &nbsp;billion (2024),{{decrease}} {{US$|24.9}} &nbsp;billion (2024),{{decrease}} {{US$|9.91}} &nbsp;billion (2024),"23,000 (2024)",{{url|bunge.com}},Bunge Global,Johann P. G. Bunge,[[#Products|List of products]],,,{{Start date and age|1818}},,,,"{{Unbulleted list | [[St. Louis, Missouri]], U.S. (operational) | [[Geneva]], Switzerland (legal)}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BXP, Inc.",Bxp boston logo.png,150,,,,"Boston Properties, Inc.",[[Public company|Public]],"{{Unbulleted list
   | |NYSE|BXP|
   | [[S&P 500]] component}} {{NYSE|BXP}}",,[[Real estate industry|Real estate]],,"{{Unbulleted list
   | [[Mortimer Zuckerman]]
   | [[Edward H. Linde]]}}",,,,"{{Unbulleted list
   | Owen D. Thomas ([[CEO]])
   | Douglas T. Linde ([[President (corporate title)|president]])
   | Mortimer Zuckerman ([[Chairperson|chairman]])}}",{{increase}} {{US$|3.274 billion|link|=|yes}} (2023),,{{increase}} US$291 million (2023),{{increase}} US$26.026 billion (2023),{{increase}} US$8.877 billion (2023),836 (2023),{{url|bxp.com}},"BXP, Inc.",,,,,{{Start date and age|1970}},,,,"{{nowrap|[[Boston, Massachusetts]], U.S.}}",,,,,,,,,,,,,,,Financials {{as of|2023|12|31|df|=|US|lc|=|y}} .<br />References:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C.H. Robinson Worldwide, Inc.",C. H. Robinson logo.svg,,C.H. Robinson HQ entrance.JPG,,C.H. Robinson headquarters entrance,,[[Public company|Public]],{{Unbulleted list|NASDAQ|CHRW|[[DJTA]] component|[[S&P 500]] component}} {{NASDAQ|CHRW}},,{{ubl|[[Transportation]]|[[Logistics]]}},,,,,,{{ubl|Jodee Kozlak ([[Chairman#Public corporations|chairman]])|David Bozeman ([[Chief executive officer|CEO]])}},{{increase}} {{US$|17.7 billion|link|=|yes}} (2024),{{increase}} {{US$|669 million}} (2024),{{increase}} {{US$|466 million}} (2024),{{increase}} {{US$|5.30 billion}} (2024),{{increase}} {{US$|1.72 billion}} (2024),"12,803 (2025)",{{URL|https://www.chrobinson.com|chrobinson.com}},C.H. Robinson,Charles Henry Robinson,,,,"{{Start date and age|1905}} , in [[Grand Forks, North Dakota]]",,,,"{{nowrap|[[Eden Prairie, Minnesota]], U.S.}}",,,,,,,,,{{ubl|[[Transportation]]|[[Third-party logistics]]|[[Intermodal freight transport#Railways|Intermodal rail]]|[[Freight forwarder|Global forwarding]]|[[Supply chain management|Supply Chain Consulting]]|[[Transportation management system|TMS]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadence Design Systems, Inc.",Cadence-Logo.svg,,CadenceHQ.jpg,,"Headquarters in San Jose, California",,[[Public company|Public]],{{ubl|NASDAQ|CDNS|[[Nasdaq-100]] component|[[S&P 500]] component}} {{NASDAQ|CDNS}},,[[Software]],,{{ubl|[[James Solomon]]|[[A. Richard Newton|Richard Newton]]|[[Alberto Sangiovanni-Vincentelli]]}},,,,"[[Anirudh Devgan]] ([[President (corporate title)|president]], [[Chief executive officer|CEO]])",{{increase}} {{US$|4.64 billion|link|=|yes}} (2024),{{increase}} US$1.35 billion (2024),{{increase}} US$1.06 billion (2024),{{increase}} US$8.97 billion (2024),{{increase}} US$4.67 billion (2024),"{{approx.|11,700}} (December 2024)",{{URL|https://www.cadence.com/|cadence.com}},Cadence Design Systems,,,,,"{{Start date and age|1983}} in San Jose, California as Solomon Design Automation (SDA), renamed Cadence Design Systems in 1988",,,,"{{nowrap|[[San Jose, California]], U.S.}}",,,,,,,1.15,,,,,,,,,,,,,,"{{ubl|Solomon Design Automation| [[ECAD, Inc.]]}}",,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
