name,logo,type,traded_as,industry,founded,hq_location,hq_location_city,hq_location_country,area_served,key_people,products,revenue,owner,num_employees,subsid,homepage,_company_name,native_name,logo_size,image,image_caption,foundation,founder,location_city,location_country,services,revenue_year,operating_income,income_year,net_income,net_income_year,assets,assets_year,equity,equity_year,owners,footnotes,website,image_size,module,num_employees_year,parent,location,logo_upright,ISIN,aum,ratio,predecessor,logo_caption,former_name,rating,native_name_lang,trading_name,brands,romanized_name,box_width,other_name,color,logo_width,image_width,system,status,locale,start,end,stations,ridership2,open,yearcommenced,operator,character,stock,linelength,gauge,minradius,maxincline,electrification,speed,map,map_state,embedded,divisions,founders,defunct,fate,trade_name,num_locations,num_locations_year,production,pic,piccap,t,l,p,image_alt,caption,linelength_km,tracks,signalling,successor,company_name,company_logo,company_type,airline,fleet_size,destinations,IATA,ICAO,callsign,hubs,secondary_hubs,focus_cities,frequent_flyer,alliance,subsidiaries,headquarters,image_upright,commenced,bases,profit,profit_year
China Life Insurance Company Limited <br /> 中国人寿保险股份有限公司,China Life logo 3.svg,[[Public company|Public]]; [[State-owned enterprise]],{{ubl|SSE|601628|SEHK|2628|[[Hang Seng Index]] component|[[CSI 300 Index|CSI 300]]}} {{SSE|601628}} {{SEHK|2628}},[[Financial services]],,,,,[[People's Republic of China]],"[[Dairen Lin]] {{small|(CEO)}} , [[Chairman]]: [[Yang Mingsheng]]",Life & health insurance,{{decrease}} [[US$]] 139.6 billion (2023),{{ubl|[[China&nbsp;Life&nbsp;Insurance&nbsp;Group]]&nbsp;(68.37%)|[[China Securities Finance]] (2.03%)|[[Central Huijin Investment|Central Huijin]] (0.42%)}},"176,625 (2023)",,{{URL|https://www.chinalife.com.cn|chinalife.com.cn}},China Life Insurance Company,,,China Life buildings and The Westin Beijing Financial Street (20200821145555).jpg,Headquarters at [[Beijing Financial Street]],{{start date and age|1949}} (as PICC),,[[Beijing]],[[China]],,,,,{{decrease}} [[US$]] -841.2 million (2023),,[[US$]] 954.0 billion (2023),,,,,,,250px,,,[[China&nbsp;Life&nbsp;Insurance&nbsp;Group]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GigaDevice Semiconductor (Beijing) Inc.,,Public,{{SSE|603986}} <br>[[CSI A100 Index|CSI A100]],[[Semiconductors]],,,,,,,,,,,,{{URL|gigadevice.com}},GigaDevice,,,,,2005,,"[[Beijing]],<br/>China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aluminum Corporation of China Limited<br />中国铝业股份有限公司,File:Aluminum Corporation of China Limited.png,[[Public company|Public]]; [[State-owned enterprises of China|state-owned]],{{ubl|SSE|601600| (A share)|hkex|2600| (H share)|CSI A50}} {{SSE|601600}} (A share) {{hkex|2600}} (H share),[[Non-ferrous metal|Metals]],,,,,,"[[Xiong Weiping]] {{small|(CEO)}} , [[Ge Honglin]] (Chairman of the Board)",[[Aluminum]] and [[copper]] products,[[US$]] 63.6 billion (2023),[[Aluminum Corporation of China]] (35.78%)<br />General Public,"124,995 (2023)",,{{Official URL}},Aluminum Corporation of China Limited,中国铝业股份,,,,"{{Start date and age|2001}} <br />([[Beijing]], [[China]])",,,,,,,,[[US$]] 877 million (2023),,[[US$]] 86.9 billion (2023),,,,,,,,,,,"[[Beijing]], [[China]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,[[CSI A100 Index|CSI A100]],,,,,,,,,,,,,,China Northern Rare Earth Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montage Technology Co., Ltd.",Montage Technology.svg,[[Public company|Public]],{{SSE|688008}} <br>[[CSI A100 Index|CSI A100]],[[Semiconductors]],,,,,,Howard Yang (Chairman & CEO)<br>Stephen Tai (President),,{{Decrease}} {{CNY|link|=|yes|2.29 billion}} (2023),,767 (2023),,{{URL|www.montage-tech.com}},Montage Technology,澜起科技股份有限公司,,,,{{start date and age|2004|05|27|df|=|y}},,,,,,,,{{Decrease}} {{CNY|link|=|yes|451.15 million}} (2023),,{{Increase}} {{CNY|link|=|yes|10.67 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|10.21 billion}} (2023),,,,,,,,,"[[Shanghai]], [[China]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Yang<br>Stephen Tai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVE Energy Company, Limited",EVE Energy logo.png,,[[SZSE]]: 300014<br>[[CSI A100 Index|CSI A100]],[[Electric batteries]],{{Start date and age|2001}},,"[[Huizhou]], Guangdong, China",,,,,,,,,,Eve Energy,亿纬动力,,,,,Liu Jincheng,,,,,,,,,,,,,,,{{URL|evepower.com}},,,,,,,,,,,,,,zh,EVE Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Construction Bank,China Construction Bank.svg,[[Public company|Public]],{{ubl|SSE|601939| (A share)|hkse|939| (H share)|idx|MCOR| <hr>|[[SSE 180 Index|SSE MidCap Component]] (A share)|[[Hang Seng Index|Hang Seng Component]] (H share)|CSI Midcap 200}} {{SSE|601939}} (A share) {{hkse|939}} (H share) {{idx|MCOR}} <hr>,[[Financial services]],,,,,,[[Wang Hongzhang]] ([[Chairman]])<br />Zhang Jianguo ([[President (corporate title)|President]])<br />Xin Shusen ([[Vice President]]),{{ubl | [[Asset management]] | [[Banking]] | [[Commodities]] | [[Credit card]]s | [[Equities trading]] | [[Insurance]] | [[Investment management]] | [[Mortgage loan]]s | [[Private equity]] | [[Wealth management]]}},{{Increase}} {{CNY|link|=|yes|633.77 billion}} <br>$175.1&nbsp;billion {{small|(2020)}},[[Government of China]],"345,971 {{small|(2018)}}",,{{Official URL}},China Construction Bank,中国建设银行,,File:China Construction Bank Building.jpg,"Head office in Beijing, China",{{Start date and age|df|=|yes|1954|10|1}},,[[Beijing]],China,,,{{Increase}} {{CNY|308.16 billion}} <br>$44.8&nbsp;billion {{small|(2018)}},,{{Increase}} {{CNY|255.63 billion}} <br>$37.2&nbsp;billion {{small|(2018)}},,{{Increase}} {{CNY|23.22 trillion}} <br>$3.375&nbsp;trillion {{small|(2018)}},,{{Increase}} {{CNY|1.992 trillion}} <br>$290&nbsp;billion {{small|(2018)}},,,,,,,,,,,{{Unbulleted list|ISIN|sl|=|n|pl|=|y|CNE100000742|ISIN|sl|=|n|pl|=|y|CNE1000002H1}} {{ISIN|sl|=|n|pl|=|y|CNE100000742}} {{ISIN|sl|=|n|pl|=|y|CNE1000002H1}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orient Securities,,[[public company|Public]],{{ubl|SSE|600958| (A share)|SEHK|03958| (H share)|CSI Midcap 200}} {{SSE|600958}} (A share) {{SEHK|03958}} (H share),Financial services,1998,,[[Shanghai]],,"[[Mainland China]], [[Hong Kong]]",,,"{{increase}} {{CNY|15.435&nbsp;[[1,000,000,000|billion]]}}",{{ubl|[[Shenergy Group]] (30.08%)|[[Shanghai Haiyan Investment Management|Haiyan Investment]] (5.60%)}},,{{ubl|[[Citi&nbsp;Orient&nbsp;Securities]]&nbsp;(66.7%)|Orient&nbsp;Finance&nbsp;Holdings&nbsp;(H.K.)&nbsp;(100%)}},,Orient Securities,,,,,,,,,{{ubl|[[investment banking]]|[[brokerage firm|brokerage]]|[[asset management]]}},2015,{{increase}} {{CNY|9.394&nbsp;billion}},2015,{{increase}} {{CNY|7.325&nbsp;billion}},2015,{{increase}} {{CNY|207.898&nbsp;billion}},2015,{{increase}} {{CNY|34.958&nbsp;billion}},2015,,in a consolidated basis; in [[Chinese accounting standards]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviation Industry Corporation of China,Aviation Industry Corporation of China (AVIC).svg,[[Public company|Public]]; [[state-owned enterprise]],,{{hlist|[[Aerospace]]|[[Defense (military)|defense]]|[[electronics]]}},{{start date and age|1951|04|01}},,,,Worldwide,Tan Ruisong ([[Chairman]] and [[CEO]]),Civil and military aircraft<br>[[Unmanned aerial vehicle]]s<br>[[Truck]]s<br>Automobile parts<br>[[Electronics]]<br>[[Robot]]s<br>[[Ship]]s,{{increase}} [[US$]]66.96 billion (2021),,"407,344 (2021)",{{blist|[[AviChina Industry & Technology]]|[[AVIC Jonhon Optronic Technology]]|[[Harbin Aircraft Industry Group]]|[[Shenyang Aircraft Corporation]]|[[Xi'an Aircraft Industrial Corporation]]|[[Shaanxi Aircraft Corporation]]|[[Hongdu Aviation Industry Group]]|[[Changhe Aircraft Industries Corporation]]|[[Chengdu Aircraft Industry Group]]|[[Guizhou Aircraft Industry Corporation]]}},,AVIC Aviation Engine Corporation,{{lang|zh-hans|中国航空工业集团公司}},115,AVIC headquarters at Sanyuanqiao (20210611121633).jpg,AVIC headquarters,,,"[[Chaoyang District, Beijing|Chaoyang District]], [[Beijing]]",[[China]],,,{{increase}} CN¥370.6 billion (2016),,{{increase}} US$915.7 million (2021),,{{increase}} US$161.2 billion (2021),,,,,,{{Official URL}},,,,,,,,,,[[China Aviation Industry Corporation I]]<br>[[China Aviation Industry Corporation II]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{blist|[[AVIC Xi'an Aircraft Industry Group|AVIC Aircraft]]|[[China Aviation Industry General Aircraft]]|[[Avicopter]]|[[China National Aero-Technology Import & Export Corporation]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,{{szse|002460}} <br> {{hkex|1772}},Mining,,,,,,"Li Liangbin (李良彬, chair)<br>Wang Xiaoshen (王晓申, vice-chair and president)",[[Lithium]] products and other metals,,,"7,870 (2020)",,,Ganfeng Lithium,赣锋锂业股份有限公司,,,,{{start date and age|2000}},,,,,,,,,,,,,,,,http://www.ganfenglithium.com/,,,,,"Longteng Road, Economic Development Zone, [[Xinyu]], [[Jiangxi Province]], China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ganfeng Lithium Co., Ltd.",Ganfeng Lithium logo.svg,[[publicly traded company]],,,,,,,,,,,,,,,,,,
Bank of Nanjing Co. Ltd.,Bank of Nanjing logo.svg,[[Public company|Public]],{{sse|601009}},[[Financial services]],{{start date and age|1996|2|6|df|=|yes}},,,,,Xie Ning (Chairman)<br>Zhu Gang (President),,,,"16,342 (2023)",,{{URL|www.njcb.com.cn}},Bank of Nanjing,南京银行股份有限公司,,"Bank of Nanjing, Suzhou Branch.jpg",Branch in [[Suzhou]],,,,,,,{{Increase}} {{CNY|link|=|yes|45.16 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|18.63 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|2.23 trillion}} (2023),,{{Increase}} {{CNY|link|=|yes|172.59 billion}} (2023),,[[BNP Paribas]] (15.24%) (2023),,,,,,,"[[Nanjing]], [[Jiangsu]], China",,,,[[Tier 1 capital|Tier 1]] 11.40% (2023),,,Nanjing City Commercial Bank,,zh-cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yunnan Baiyao Group Co., Ltd",Yunnan Baiyao Group logo.png,,{{SZSE|000538}} <br>[[CSI A100 Index|CSI A100]],[[Pharmaceutical]],,,,,,,,RMB 22.6 billion (2016),,,,[http://www.yunnanbaiyao.com.cn/ Website],Yunnan Baiyao Group,,,,,,,[[Kunming]],China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Construction<br>Corporation of China,Power_China.svg,[[State-owned enterprise]],{{SSE|601669}} <br>[[CSI A100 Index|CSI A100]],Heavy & Civil Engineering Construction Industry,2009,,"[[Haidian, Beijing|Haidian]], [[Beijing]]",[[China]],Worldwide,Yan Zhiyong,,[[US$]] 97.0 billion (2023),[[State Council of the People's Republic of China|State Council of China]] (100%),"184,567 (2023)","779 companies including [[Sinohydro]], HDEC, [[SEPCO]] and [[SEPCO3]]",,Power Construction Corporation of China,中国电力建设集团有限公司,160px,,,,,,,Power construction,,,,[[US$]] 776 million (2023),,[[US$]] 198.7 billion (2023),,,,,,{{Official URL}},,,,,,,,,,,,,,,PowerChina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMOC <br /> {{nobold|lang|zh-Hans|洛阳钼业}} {{lang|zh-Hans|洛阳钼业}},CMOC bilingual logo.svg,[[Public company|Public]]; partly [[state-owned enterprises of China|state-owned]],{{Unbulleted list|SSE|603993|SEHK|3993|CSI A50}} {{SSE|603993}} {{SEHK|3993}},[[Metal]] and [[Phosphate]] mining,,,,,Worldwide,Yuan Honglin ([[Chairman]])<br>Sun Ruiwen (CEO),"[[Copper]], [[Molybdenum]], [[Tungsten]], [[Cobalt]], [[Niobium]] and [[Phosphate]] related products","{{increase}} {{CNY|link|=|yes|213.03 [[1,000,000,000|billion]]}} (2024)","[[Yu Yong|Cathay Fortune]] (30.19%) <br>
[[CATL]] (24.68%)",,[[IXM]],{{Official URL}},China Molybdenum,,,,,{{start date and age|1969}},,"[[Luanchuan]], [[Luoyang]], [[Henan]]",[[People's Republic of China]],,,"{{increase}} {{CNY|link|=|yes|32.39 [[1,000,000,000|billion]]}} (2024)",,"{{increase}} {{CNY|link|=|yes|13.53 [[1,000,000,000|billion]]}} (2024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Development and Investment Corporation,State Development and Investment Corporation.png,[[State-owned enterprise]],,[[Investment management]],,,,,,Fu Gangfeng (Chairman),,¥194.5 billion RMB (2021),,"50,000 (2021)",,{{URL|www.sdic.com.cn}},SDIC Power Holdings,国家开发投资公司,,,,{{start date and age|df|=|y|1995|05|5}},,,,,,,,¥46.1 billion RMB (2021),,¥766.4 billion RMB (2021),,,,,,,,,,,"[[Beijing]], [[China]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCMG Group,XCMG logo.svg,[[Government-owned corporation|State-owned]] [[limited company]],{{SZSE|000425}} <br>[[CSI A100 Index|CSI A100]],[[Heavy equipment (construction)|Heavy equipment]],,,,,Worldwide,,Construction equipment<br />[[Crane (machine)|Cranes]]<br >Trucks,,,"30,000",XCMG Construction Machinery<br />[[Perlini]]<br />[[Schwing (company)|Schwing]],{{URL|http://en.xcmg.com/en-ap/}},XCMG Construction Machinery,,,,,{{Start date|1943}} ([[Xuzhou]]),,[[Xuzhou]],China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GF Securities Co., Ltd.",GF Securities Logo.png,Public,{{SZSE|000776}} (A share)<br/> {{HKEX|1776}} (H share)<br>CSI Midcap 200,[[Financial services]],,,,,,Lin Chuanhui (Chairman),,{{Increase}} {{CNY|link|=|yes|38.86 billion}} (FY 2021),,"{{Increase}} 13,174 (FY 2021)","[[E Fund Management Co., Ltd]]",{{URL|www.gf.com.cn}},GF Securities,广发证券股份有限公司,,Guangfa_Securities_Headquarters_taken_in_November_2018(cropped).jpg,Headquarters at [[Guangfa Securities Headquarters|GF Securities Tower]],{{start date and age|df|=|y|1991|09|08}},,"[[Guangfa Securities Headquarters|GF Securities Tower]], [[Guangzhou]], [[Guangdong]]",[[People's Republic of China]],[[Broker-dealer|Securities brokerage]]<br>[[Investment banking]]<br>[[Investment management]],,,,{{Increase}} {{CNY|12.00 billion}} (FY 2021),,{{Increase}} {{CNY|535.86 billion}} (FY 2021),,{{Increase}} {{CNY|535.86 billion}} (FY 2021),,HKSCC Nominees Limited (22.31%)<br>[[Jilin Aodong Medicine]] (16.43%)<br>[[Liaoning Chengda]] (16.40%),,,,,,,,,,,,,,Guangfa Securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Zheshang Bank,China Zheshang Bank Logo.png,[[Joint-stock company|Joint stock]] [[commercial bank]],{{hkex|2016}} <br>CSI Midcap 200,Banking and Finance,{{Start date and years ago|2004|07|26|df|=|y}},,,,,Shen Renkang <br/> Chairman <br/> Liu Xiaochun <br/> President and Director,Finance and insurance <br/>Consumer Banking <br/>Corporate Banking <br/>Investment Banking <br/> Mortgages <br/>Credit Cards,,,,,{{URL|http://www.czbank.com/}},China Zheshang Bank,浙商银行股份有限公司,,CHINA ZHESHANG BANK Shenzhen Branch.JPG,China Zheshang Bank in [[Shenzhen]],,,"[[Hangzhou]], [[Zhejiang Province]], [[China]]",,,,,,,,,,,,,,,,,,,,,,,,Zhejiang Commercial Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD Power Development Company <br /> 国电电力发展股份,Guodian.png,listed,{{SSE|600795}},[[Power generation]],,,,,China,[[Zhou Dabing]] (chairman),,,,,,[http://www.600795.com.cn/ GD Power Development Company],GD Power Development,,130px,,,1992,,[[Beijing]],China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenwan Hongyuan Group Co., Ltd.",Shenwan Hongyuan logo.png,[[Public company|Public]]; [[state-owned enterprise]],{{SZSE|000166}} (A share)<br/> {{HKEX|6806}} (H share)<br>China Mainland All,[[Financial services]],,,,,,Chu Xiaoming (Chairman),,{{Increase}} {{CNY|link|=|yes|33.89 billion}} (FY 2021),,"{{Increase}} 11,440 (FY 2021)",,{{Official URL}},Shenwan Hongyuan,申万宏源集团股份有限公司,,,,{{start date and age|1996|09|16|df|=|y}},,"[[Urumqi]], [[Xinjiang]]",[[People's Republic of China]],[[Broker-dealer|Securities brokerage]]<br>[[Investment banking]]<br>[[Investment management]],,,,{{Increase}} {{CNY|link|=|yes|9.54 billion}} (FY 2021),,{{Increase}} {{CNY|link|=|yes|601.01 billion}} (FY 2021),,{{Increase}} {{CNY|link|=|yes|107.06 billion}} (FY 2021),,[[China Jianyin Investment]] (26.34%)<br>[[Central Huijin Investment]] (20.05%)<br>HKSCC Nominees (10.00%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huaxia Bank,Huaxiabank.png,[[Public company|public]],{{SSE|600015}} <br>CSI Midcap 200,[[Banking]],,,,,[[China]],[[Chairman]]: Ms. Zhai Hongxiang<br>[[Governor]]: Mr. Wu Jian,,,,,,{{URL|http://www.hxb.com.cn/}},Hua Xia Bank,,230px,Beijing Dongcheng Chonwenmen - Zhushikou street IMG 5675 Huaxia Bank.jpg,Office in Beijing,14 October 1992,,[[Beijing]],[[China]],,,,,,,,,,,,,,,{{Chinese|child|=|yes|s|=|华夏银行股份有限公司|altname|=|Chinese short name|s2|=|华夏银行|order|=|st}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxscend Microelectronics Company Limited,Maxscend Microelectronics.png,[[Public company|Public]],{{SZSE|300782}},[[Semiconductors]],,,,,,Xu Zhihan (Chairman & CEO),,{{Increase}} {{CNY|link|=|yes|4.38 billion}} (2023),,"1,703 (2023)",,{{URL|www.maxscend.com}},Maxscend Microelectronics,江苏卓胜微电子股份有限公司,,,,{{start date and age|2006|04}},,,,,,,,{{Increase}} {{CNY|link|=|yes|1.12 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|10.96 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|9.80 billion}} (2023),,,,,,,,,"[[Wuxi]], [[Jiangsu]], [[China]]",,,,,,,,,,Maxscend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Railway Construction Corporation Limited,Crcc china logo.png,State-owned enterprise,{{ubl|SSE|601186| (A share)|hkex|1186| (H share)}} {{SSE|601186}} (A share) {{hkex|1186}} (H share),[[Construction]],,,,,Worldwide,[[Chairman]]: Fengchao Meng,[[Railways]],{{decrease}} [[US$]] 160.8 billion (2023),CRCCG,"336,433 (2023)",[[China Civil Engineering Construction Corporation|CCECC]] (100%),{{URL|https://www.crcc.cn/|crcc.cn}},China Railway Construction,{{native name|zh-hant|中国铁建股份有限公司}},150,CRCC Headquarters (20210513181930).jpg,"CRCC headquarters in Beijing, May 2021",1948<br />1990 (holding company) <br />2007 (listed company),,[[Beijing]],China,[[Railway]] [[infrastructure]],,,,{{decrease}} [[US$]] 1.701 billion (2023),,[[US$]] 235.0 billion (2023),,,,,,,,"{{infobox Chinese
  | child     |=| yes
  | title     |=| China Railway Construction Corporation Limited
  | s         |=| 中国铁建股份有限公司
  | t         |=| 中國鐵建股份有限公司
  | showflag  |=| stp
  | p         |=| Zhōngguó Tiějiàn Gǔfèn Yǒuxiàn Gōngsī
  | w         |=| Chung Kuo Tʻieh Chien Ku Fen Yu Hsien Kung Ssŭ
  | collapse  |=| no
  | order     |=| st}}",,CRCCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoomlion Heavy Industry Science and Technology,Zoomlion new logo.png,[[Public company|Public]],{{Szse|000157}} (A share)<br/> {{hkex|01157}} (H share),[[Heavy machinery]]<br/>[[Agricultural machinery]],,,,,,,[[Heavy equipment (construction)|Construction equipment]]<br>[[Tractor]]s<br>[[Combine harvester]]s<br>[[Sugarcane harvester]]s,,,"90,000",*Compagnia Maritima Internazionale,{{url|http://www.zoomlion.com}},Zoomlion Heavy Industry Science & Technology,中聯重科股份有限公司,,,,"September 28, 1992",Zhan Chunxin,,,,,,,,,,,,,,,,,,,,"[[Changsha]], [[Hunan]], [[People's Republic of China]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goertek Inc.,Goertek logo.png,[[Public company|Public]],{{SZSE|002241}} <br>[[CSI A100 Index|CSI A100]],,,,,,,,,,,,{{ubl|[[Dynaudio]]}},,GoerTek,,,,,,,,,,,,,,,,,,,,,{{Official URL}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank of Hangzhou Co. Ltd.,Bank of Hangzhou.png,[[Public company|Public]],{{sse|600926}} <br>CSI Midcap 200,[[Financial services]],{{start date and age|1996|9|26|df|=|yes}},,,,,Song Jianbin (Chairman)<br>Yu Liming (President),,,,"13,756 (2023)",,{{URL|www.hzbank.com.cn}},Bank of Hangzhou,杭州银行股份有限公司,,南京中山路杭州银行 - panoramio.jpg,Branch in [[Nanjing]],,,,,,,{{Increase}} {{CNY|link|=|yes|35.02 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|14.38 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|1.84 trillion}} (2023),,{{Increase}} {{CNY|link|=|yes|111.29 billion}} (2023),,[[Commonwealth Bank]] (5.56%) (2023),,,,,,,"[[Hangzhou]], [[Zhejiang]], China",,,,[[Tier 1 capital|Tier 1]] 9.64% (2023),,,Hangzhou City Commercial Bank,,zh-cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong Gold Group,Sdg logo.png,[[State-owned enterprise]],{{SSE|600547}} <br>[[CSI A100 Index|CSI A100]],"[[Mining]], [[Financial services]], [[Real estate]]",1975,,,,,Li Hang (Chairman),"Gold, Nonferrous metals",{{increase}} CN¥82.52 billion (2024),,"17,439 (2024)",,{{URL|http://www.sd-gold.com/}},Shandong Gold-Mining,,,,,,,[[Jinan]],"[[Shandong]], [[China]]",,,,,{{increase}} CN¥2.95 billion (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huaneng Power International,Huaneng.png,[[Public company|Public]],{{ubl|SSE|600011| (A share)|hkex|902| (H share)|nyse|HNP| (ADS)|[[Hang Seng China Enterprises Index|HS China Enterprises Index]] component|[[SSE SmallCap Index]] component}} {{SSE|600011}} (A share) {{hkex|902}} (H share) {{nyse|HNP}} (ADS),[[Power generation]],,,,,{{ubl|China|Singapore}},{{ill|Cao Peixi|zh|曹培玺}} (Chairman),,,[[China Huaneng Group|Huaneng Group]] (47.16%),,,{{url|http://www.hpi.com.cn}},Huaneng Power International,,140px,,,{{start date|1994|6|30|df|=|yes}} in Beijing,[[China Huaneng Group|Huaneng Group]],[[Beijing]],China,,,,,{{nowrap|decrease| |CNY|0|00|1.580&nbsp;[[billion (short scale)|billion]]}} {{decrease}} {{CNY|0|00|1.580&nbsp;[[billion (short scale)|billion]]}} {{0|00}} 1.580&nbsp;[[billion (short scale)|billion]],2017,{{nowrap|increase| |CNY|396.590&nbsp;billion}} {{increase}} {{CNY|396.590&nbsp;billion}},2017,{{nowrap|increase| |CNY|0|87.642&nbsp;billion}} {{increase}} {{CNY|0|87.642&nbsp;billion}} {{0}} 87.642&nbsp;billion,2017,,in [[consolidated financial statement]],,,{{Chinese|child|=|yes|s|=|华能国际电力股份有限公司|t|=|華能國際電力股份有限公司|p|=|Huánéng Guójì Diànlì Gǔfèn Yǒuxiàn Gōngsī|order|=|st|altname|=| Abbreviation |s2|=|华能国际电力|t2|=|華能國際電力|p2|=|Huánéng Guójì Diànlì|altname3|=| Second abbreviation|s3|=|华能国际|t3|=|華能國際|p3|=|Huánéng Guójì|l3|=|Huaneng International}},,[[China Huaneng Group|Huaneng Group]],,,{{Unbulleted list|ISIN|sl|=|n|pl|=|y|CNE000001998|ISIN|sl|=|n|pl|=|y|CNE1000006Z4}} {{ISIN|sl|=|n|pl|=|y|CNE000001998}} {{ISIN|sl|=|n|pl|=|y|CNE1000006Z4}},,,Huaneng International Power Development Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
